Título,URL detalle,id_inmueble,URL imagen,Etiquetas,Precio listado,Tipología listado,Descripción breve,Ubicación listado,Publicante,Acción disponible,Porcentaje terminado,Porcentaje vendido,Ocupación,Desarrollador,Estado,Parqueaderos,Financiación,Formas de pago,Cuota inicial,Cantidad de pisos,Aplica subsidio,Fecha de Finalización,Estrato,Descripción completa,Unidades,Latitud,Longitud,fecha_recoleccion
"Casa en  Venta en Santa teresita, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-santa-teresita-cali/191228612,191228612,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.66bf92f31cac6_infocdn__pxgcvrkyzolzzlpm6f7hmb4lqrei01yvlpa7zfgrjpg.jpg,[],$ 930.000.000,4 Habs. 2 Baños 340 m²,"Casa en  venta en santa teresita, cali","Casa enCali, Valle del cauca",Raices Inmobiliaria ltda,Llamar,,,,,,,,,,,,,,"Excelente ubicacion, casa de 4 alcobas  en el exclusivo sector de Santa Teresita en el oeste de la Ciudad de Cali, desarrolada en un lote de 356,79 m2 . En una zona privilegiada por la frescura del sector, cerca a la iglesia , supermercados , una zona espectacular para vivir en el corazón de la ciudad.",[],3.4474416,-76.555464,2026-08-03
"Casa en Venta en Ciudad jardin, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-ciudad-jardin-cali/194005430,194005430,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a5ab9d12145a_infocdn__wau2ms7fizso6nyxuvr6y3tpuousx7n9pdgdddk2jpg.jpg,[],$ 784.000.000,3 Habs. 3 Baños 195 m²,"Casa en venta en ciudad jardin, cali","Casa enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"Vendemos hermosa casa condominio exclusivo en ciudad jardín Cabañas Del Paraíso, Cali ubicación privilegiada en el sur de Cali construcción en dos plantas con garaje doble amplio salón comedor baño social cocina integral zona de oficios y habitación de empleado con baño estudio y un patio ornamental enchapado iluminación y ventilación natural segunda planta habitación principal con closet y baño privado se entrega con unidad de aire acondicionado dos alcobas auxiliares con closet y un baño auxiliar con ducha las dos alcobas auxiliares se unieron en una sola habitación pero se pueden separar de nuevo documentación al día entrega inmediata el condominio tiene piscina juegos para niños zona BBQ amplias zonas verdes portería vigilada 24/7.",[],3.3693724,-76.5382541,2026-08-03
"Casa en Venta en El diamante, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-el-diamante-cali/194005468,194005468,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a5abbae93995_infocdn__hk1rfwl5kz1wyxznouvrkqu0mggymrtqfkuoxujbjpg.jpg,[],$ 348.000.000,7 Habs. 1 Baño 200 m²,"Casa en venta en el diamante, cali","Casa enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,Atención inversionista vendemos casa medianera de dos pisos barrio Diamante tiene un apartamento independiente por cada piso total dos apartamentos se entrega rentando un solo predial y cada apartamento tiene sus propios medidores de servicios públicos escaleras externas primer piso apartamento con tres habitaciones un baño con ducha patio interno cocina semintegral zona de oficios salón comedor segundo piso apartamento con tres habitaciones con un baño con ducha patio interno cocina semintegral zona de oficios salón comedor y balcón y en el tercer piso una amplia terraza exclusiva para el segundo piso buenas vías de acceso documentos al día se entrega con cesión de contratos o desocupada.,[],3.4209378,-76.5014303,2026-08-03
Casa en  Venta en Cali,https://www.fincaraiz.com.co/casa-en-venta-en-cali/191730819,191730819,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a4998aacf6f3_infocdn__gr1014847020250218035708jpeg.jpeg,[],$ 930.000.000,9 Habs. 6 Baños 400 m²,Casa en  venta en cali,"Casa enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"VENDO CASA BIFAMILIAR EN EL BARRIO LA BASE (D.M) CW:***Vendo espectacular casa de 5 pisos, ubicada en calle vehicular, cuenta con 6.40mts de frente x 19.60mts de fondo y cuenta con la siguiente distribucion.PRIMER PISO:Un apartamento independiente que consta de Antejardin amplio techado y rejas de seguridad altas (se pueden guardar 2 carros), sala-comedor, 4 cuartos, 1 baño, cocina integral y zona de ropas.SEGUNDO PISO:Un apartamento de cuatro niveles, el cual consta de balcon, sala-comedor (amplia), cocina integral, baño social, 1 cuarto y escaleras de acceso para tercer nivel, donde encuentras 4 cuartos con closets, estudio, 3 baños completos y escaleras de acceso para cuarto nivel donde encuentras la terraza con baño,  totalmente techada con ventanales en los laterales y escaleras de acceso para quinto nivel (segunda terraza techada con plancha hasta la mitad de la casa).Los niveles desde el segundo hasta el quinto son parte del mismo inmueble.El inmueble se encuentra libre de deudas, desocupado y listo para escriturar.",[],3.4491882405171,-76.498188972473,2026-08-03
"Local en Venta en Centenario, Cali",https://www.fincaraiz.com.co/local-en-venta-en-centenario-cali/193008877,193008877,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68f8127811f92_infocdn__sp10o0nxt2ktyo04rs2uxoww7kwuicchgaelcrsjjpg.jpg,[],$ 49.000.000,1 Ambiente 1 Baño 7 m²,"Local en venta en centenario, cali","Local Comercial enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"Local Comercial en Venta – Centro Profesional y Comercial El Centenario 2Excelente oportunidad de inversión. Se vende local comercial ubicado en el primer piso del Centro Profesional y Comercial El Centenario 2, frente al Conservatorio de Música, cerca de la Clínica Sebastián de Belalcázar y del Centro Comercial Centenario, en un sector de alta afluencia peatonal y comercial.El local cuenta con un área de 7 m² y baño privado, ofreciendo un espacio funcional para desarrollar diferentes actividades comerciales.Ideal para oficina, taller de costura, joyería, papelería o cualquier negocio que requiera una ubicación estratégica.Una excelente opción para emprendedores e inversionistas que buscan un inmueble con gran potencial comercial.¡Contáctanos y agenda tu visita para conocer esta excelente oportunidad de inversión!",[],3.4532762,-76.5367189,2026-08-03
"Local en Venta en San vicente, Cali",https://www.fincaraiz.com.co/local-en-venta-en-san-vicente-cali/192625083,192625083,https://cdn4.fincaraiz.com.co/gen-ai/th.outside384x275.enhanced_image_20260623144457.png,[],$ 150.000.000,1 Ambiente 1 Baño 17 m²,"Local en venta en san vicente, cali","Local Comercial enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"VENDE LOCAL COMERCIAL EN CENTRO COMERCIAL LA PASARELA,  ubicado en segundo piso, excelente ubicación comercial en el norte de Cali, área construida: 17.50 M2, cuenta con baño propio, tiene ventanal frontal, cuenta con parqueadero privado en sótano. Ideal paa empresa de cómputo, tecnología, comunicaciones, entre otras. Administración económica. Cita previa.",[],3.4645153,-76.5279221,2026-08-03
"Casa en Venta en El ingenio, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-el-ingenio-cali/192366393,192366393,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68251c6db4426_infocdn__t3tbvijuumn1xipriizf7xn1aeu8hvzegisomtrzjpg.jpg,[],$ 2.500.000.000,9 Habs. 8 Baños 663 m²,"Casa en venta en el ingenio, cali","Casa enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"SE VENDE AMPLISIMA Y ESPECTACULAR CASA ESQUINERA CON  CUATRO (4) PLANTAS EN EL BARRIO EL INGENIO, AL SUR DE CALI, LA CASA CUENTA  CON CUATRO (4) APARTAMENTOS TOTALMENTE INDEPENDIENTES CON DIMENSIONES DE  (11.50M de FRENTE  por 25M de FONDO) CON AREA DEL LOTE DE 287.50 Mt2 Y EL AREA CONSTRUIDA DE 663 MT2, LA CONSTRUCCION CON EXCELENTES Y FINOS ACABADOS, SIENDO LA PROPIEDAD UN EXCELENTE  PROYECTO DE INVERSION QUE GENERANDO UNA EXCELENTE RENTA YA SEA PARA VIVIENDA  COMO TAMBIEN ALQUILER EN MODALIDAD AIRBNB, LA PROPIEDAD CUENTA CON UN AMPLISIMO APARTAMENTO DUPLEX (EN EL PRIMER Y SEGUNDO PISO), DOS (2) APARTAMENTOS UBICADOS EN EL TERCER PISO Y EN EL CUARTO PISO UN PENT-HOUSE,  EN EL PRIMER PISO ADEMAS UN GARAJE PARA CUATRO VEHICULOS CON PUERTA ELECTRICA, DESCRIPCION EN EL PRIMER Y SEGUNDO PISO EL APARTAMENTO DUPLEX ,  EL PRIMER NIVEL CON UNA AMPLIA SALA, ESPACIO PARA COMEDOR, COCINA INTEGRAL CON BARRA AMERICANA, AREA DE OFICIOS, HABITACION PARA EL SERVICIO, CALENTADOR DE AGUA A GAS, UN BAÑO SOCIAL UN AMPLIO HALL DE VENTILACION, PISOS EN PORCELANATO, EN SEGUNDO NIVEL CUATRO (4) HABITACIONES, LA HABITACION PRINCIPAL CUENTA CON BAÑO PRIVADO, DUCHA Y TINA, UN CUARTO DE VESTIER CON DOBLE CLOSET EN MADERA, UNA AMPLIA SALA DE TV, UN ESTUDIO, UN BALCON CON VISTA AL PARQUE, EL TERCER PISO CUENTA CON DOS (2) AMPLIOS APARTAMENTOS CADA UNO CON DOS ALCOBAS CADA UNA CON SU RESPECTIVO CLOSET, COCINA CON BARRA AMERICANA, SALA COMEDOR, BAÑO COMPLETO, ZONA DE OFICIOS, AMPLIOS VENTANALES, EN EL CUATO PISO EL PENT-HOUSE CON SALA COMEDOR, COCINA CON BARRA AMERICANA, DOS (2) ALCOBAS CON CLOSET, BAÑO DE HABITACIONES, PUERTA DE ACCESO HACIA EL SOLARIUMDONDE SE UBICA EL AREA DE OFICIOS, UN ESPACIO DONDE SE UBICA EL JACUZZI, UNA PEQUEÑA BODEGA Y TERRAZA EN ( L ) AL AIRE LIBRE,  LA EDIFICACION CON UNA EXCELENTE UBICACION CERCA CENTROS COMERCIALES JARDIN PLAZA Y UNICENRO, FUNDACION VALLE DEL LILI, PRECIO 2.500 MILLONES NEGOCIABLES DIRECTAMENTE CON LOS PROPIETARIOS, VISITA PREVIA-- FRANCY -  LUIS CARLOS",[],3.382097,-76.5266566,2026-08-03
"Apartamento en Venta en La hacienda, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-la-hacienda-cali/193172954,193172954,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.693306b5ef933_infocdn__ktiepbakpudvlitotcpln0botcbnce02oeffmmg8jpg.jpg,[],$ 440.000.000,3 Habs. 2 Baños 82 m²,"Apartamento en venta en la hacienda, cali","Apartamento enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"Excelente apto remodelado  1 piso, fresco cuenta con sal comedor, estudio, o sal de star,  balcon, cocina integral, zona de patios,  baño auxiliar, 3 habitaciones,  cuarto principal con baño y closet.  cuenta con salon social,  ascensor, piscina para adulto y niños y  zonas verdes . con excelente ubicacion cerca de centros comerciales, parques, universidades y colegios.",[],3.3956865,-76.5300365,2026-08-03
"Apartamento en Venta en Valle del Lili, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-valle-del-lili-cali/193369300,193369300,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.698665a0d8042_infocdn__gr-venta-apartamento-en-bochalema-1753397434-7515-7265jpeg.jpeg,[],$ 412.000.000,3 Habs. 2 Baños 81 m²,"Apartamento en venta en valle del lili, cali","Apartamento enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"Moderno apartamento en barrio Bochalema Sur de Cali, área 81 m2, cuenta con espacio para 3 alcobas, estudio, 2 baños, cocina integral abierta, zona de oficios independiente, balcón amplio no da el sol, sala-comedor, piso 6 con ascensor. Conjunto cuenta con excelente zona social.",[],3.3582803700823,-76.522777892918,2026-08-03
"Apartamento en Venta en Zona Norte, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-zona-norte-cali/194015808,194015808,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a5fee191771f_infocdn__t0ebnaydzll9ame3hhvaw1n6jqzs8br1xsy2qtxljpg.jpg,[],$ 400.000.000,2 Habs. 2 Baños 64 m²,"Apartamento en venta en zona norte, cali","Apartamento enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"Venta apto en el norte de Cali  con excelente  ubicación y muy buena valorización, piso 8 - 64 m2- 2habitaciones  la principal con su baño y Vestier- baño social, cocina integral abierta y moderna- 1 parqueadero y 1 deposito- La unidad cuenta con piscina, zona infantil, salón social, vigilancia 24-7 - zonas húmedas - cita previa- admon 430 mil",[],3.484965,-76.5123698,2026-08-03
"Edificio en  Venta en Santa fe, Cali",https://www.fincaraiz.com.co/edificio-en-venta-en-santa-fe-cali/192230419,192230419,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.67eeb812a6fa1_infocdn__s3avhmqn5x3gajwhx3nfkjig6jznzexbjwn7lh77jpg.jpg,[],$ 730.000.000,1 Hab 8 Baños 600 m²,"Edificio en  venta en santa fe, cali","Edificio enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"INVERSIONISTAS  EDIFICIO / CASA DE  Apartamento 1er. Piso, conformado así: Tres (3) habitaciones, dos (2) baños, sala, comedor, patio interior, zona de lavado, cocina y garaje. Segundo Piso: Apartamento 1, conformado así: Dos (2) habitaciones, dos (2) baños, sala- comedor, cocina y zona de lavado. Apartamento 2, conformado así: Dos (2) habitaciones, dos (2) baños, sala- comedor, cocina, zona de lavado y balcón.Tercer Piso: Apartamento 3er. Piso, conformado así: Dos (2) habitaciones, dos (2) baños, sala- comedor, cocina, zona de lavado y balcón.",[],3.440212,-76.506188,2026-08-03
"Apartamento en Venta en Versalles, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-versalles-cali/193770556,193770556,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a679c8395011_infocdn__whatsapp-image-2026-05-20-at-84334-am-1-1779289737-wy9flrjpeg.jpeg,[],$ 620.000.000,4 Habs. 3 Baños 239 m²,"Apartamento en venta en versalles, cali","Apartamento enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"HERMOSO APARTAMENTO EN VERSALLES, NORTE, CALI. Este exclusivo inmueble de 254 m2 se destaca por su diseño contemporáneo y su privilegiada ubicación. Cuenta con cuatro habitaciones, todas con balcón y clóset, siendo la principal un verdadero refugio con dos clósets y baño privado. La amplia sala y comedor se fusionan con un espectacular balcón, ideal para disfrutar de la vista de 360 grados que ofrece este apartamento. La cocina abierta, equipada con isla, es perfecta para los amantes de la gastronomía. Tiene cuarto de servicio con baño, zona de oficios y shutf internoEl edificio, que alberga solo un apartamento por piso, garantiza privacidad y tranquilidad, con acceso automatizado y dos ascensores. La zona es inmejorable, con estación del Mío justo al frente, supermercados y servicios esenciales a pocos pasos. Rodeado de áreas verdes, es el lugar ideal para caminar o pasear a tus mascotas. Actualmente arrendado en ***, este apartamento es una inversión que no te puedes perder.",[],3.4614557,-76.5293139,2026-08-03
"Casa en Venta en Pance, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-pance-cali/193871114,193871114,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a2c286ab0d21_infocdn__xslmhqb8pst7hok7iv7aizfuvl1dxo44oqs6xm1hjpg.jpg,[],$ 1.300.000.000,3 Habs. 5 Baños 257 m²,"Casa en venta en pance, cali","Casa enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"BROKERS Y ASOCIADOS VENDE  esta espectacular casa esquinera, una joya en el exclusivo condominio de Pance la viga, diseñada para quienes buscan lujo y confort. Cada detalle ha sido cuidadosamente pensado para ofrecer una experiencia de vida inigualable. La propiedad cuenta con aire acondicionado centralizado, garantizando un ambiente fresco y agradable en todo momento. Dispone de tres amplias alcobas, cada una con su baño privado, proporcionando privacidad y comodidad para todos sus habitantes.En el primer nivel, encontrará un práctico depósito, un relajante jacuzzi para sus momentos de ocio, una funcional zona de oficios y una moderna cocina integral tipo americano, perfecta para los amantes de la gastronomía y el entretenimiento. Los interiores se complementan con exuberantes zonas verdes privadas, creando un oasis de tranquilidad en su propio hogar. La carpintería de madera de cedro añade un toque de elegancia y calidez a cada espacio.El condominio ofrece un estilo de vida privilegiado con un salón social ideal para eventos, una refrescante piscina para adultos y amplias zonas verdes que invitan al esparcimiento y la conexión con la naturaleza. Esta propiedad no es solo una casa, es un refugio de lujo y bienestar, esperando ser su próximo hogar.",[],3.315679,-76.5316297,2026-08-03
"Apartamento en Venta en Aguacatal, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-aguacatal-cali/192384038,192384038,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68b5d37c26974_infocdn__yjbqq4geyitpzf0fetbeekjwjmpcynwb69mdxagzjpg.jpg,[],$ 1.580.000.000,4 Habs. 5 Baños 220 m²,"Apartamento en venta en aguacatal, cali","Apartamento enCali, Valle del cauca",,Llamar,,,,,,,,,,,,,,"Despierte cada mañana con una vista panorámica que quita el aliento, donde el sol emerge majestuoso sobre las montañas, bañando la ciudad en un resplandor dorado. Este excepcional apartamento, ubicado en el prestigioso condominio Reserva del Oeste, le ofrece la oportunidad de vivir en una de las zonas más exclusivas y codiciadas de la ciudad. Disfrute de un estilo de vida inigualable con una impresionante variedad de amenidades de lujo: extensas zonas verdes para relajarse, una refrescante piscina, jacuzzi, turco, sauna y un gimnasio completamente equipado para su bienestar. Además, cuenta con una zona infantil segura y divertida, ascensores modernos para su comodidad y muchos otros beneficios que esperan ser descubiertos. Este apartamento, en impecable estado, es la personificación del confort y la sofisticación.",[],3.4543616,-76.5543908,2026-08-03
